2,0.0,134110
100,0.0,251764
200,0.0,378168
300,0.0,535276
400,0.0,674971
500,0.0,844105
600,0.0,941099
700,0.0,1078173
800,0.0,1245749
900,0.0,1390781
1000,0.0,1559917
1100,0.0,1648893
1200,0.0,1785959
1300,0.0,1963117
1400,0.0,2100187
1500,0.0,2277341
1600,0.0,2395205
1700,0.0,2532221
1800,0.0,2717387
1900,0.0,2854461
2000,0.0,3031613
2100,0.0,3120583
2200,0.0,3265677
2300,0.0,3434811
2400,0.0,3579901
2500,0.0,3757051
2600,0.0,3854043
2700,0.0,3999129
2800,0.0,4176285
2900,0.0,4313357
3000,0.0,4490505
3100,0.0,4603533
3200,0.0,4750229
3300,0.0,4927325
3400,0.0,5064395
3500,0.0,5241547
3600,0.0,5362589
3700,0.0,5451555
3800,0.0,5668797
3900,0.0,5797851
4000,0.0,5983021
4100,0.0,6101387
4200,0.0,6217085
4300,0.0,6394235
4400,0.0,6523293
4500,0.0,6708461
4600,0.0,6837517
4700,0.0,6950537
4800,0.0,7127691
4900,0.0,7264765
5000,0.0,7449933
5100,0.0,7570973
5200,0.0,7675979
5300,0.0,7853133
5400,0.0,7990205
5500,0.0,8167357
5600,0.0,8304425
5700,0.0,8409433
5800,0.0,8594603
5900,0.0,8731670
6000,0.0,8908829
6100,0.0,9029869
6200,0.0,9142893
6300,0.0,9320043
6400,0.0,9500349
6500,0.0,9677453
6600,0.0,9814525
6700,0.0,9943578
6800,0.0,10112714
6900,0.0,10241769
7000,0.0,10418925
7100,0.0,10539963
7200,0.0,10661005
7300,0.0,10830141
7400,0.0,10959197
7500,0.0,11144365
7600,0.0,11289451
7700,0.0,11402473
7800,0.0,11571613
7900,0.0,11700665
8000,0.0333333333333,11877821
8100,0.0,12006869
8200,0.0,12127917
8300,0.0,12289037
8400,0.0,12418093
8500,0.0,12619293
8600,0.0,12748349
8700,0.0333333333333,12869385
8800,0.0,13030509
8900,0.0333333333333,13159565
9000,0.0,13344733
9100,0.0,13473787
9200,0.0,13586813
9300,0.0333333333333,13763965
9400,0.0,13901035
9500,0.0333333333333,14078189
9600,0.0,14207243
9700,0.0,14336301
9800,0.0,14497419
9900,0.0,14626477
10000,0.0,14803627
